gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,pass_through,truncated_by_depth,betweenness,betweenness_percentile,n_peers,external_communities,largest_in_share,largest_out_share,temporal_out_share,turnover_kzt,operation_count
100000002893020100,terminal,0.59,18,0.176256,"Наблюдаемый получатель: входов=1, вход=18340.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,18340.0,0.0,1,0,0.00029240245264606314,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,18340.0,1
100000002894076100,consolidator,0.813934,1,0.633636,Гипотеза сбора: отправителей=4; вход=1122782.00 KZT; выход/вход=0.00; крупнейший вход=66%,1,False,4,0,1122782.0,0.0,6,0,0.00038267994337591544,0.0,False,0.0,0.0,4,3,0.6606643141767502,0.0,0.0,1122782.0,6
100000002896506100,peripheral,0.2,10,0.291353,"Вход=1, 45000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,45000.0,0.0,1,0,0.00031362964480833715,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,45000.0,1
100000002901457100,peripheral,0.3,0,0.771159,"Роль неоднозначна: входов=1, выходов=3; оборот=459000.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",3,False,1,3,340000.0,119000.0,1,3,0.00037426561132708236,0.35,False,7.304652715939448e-05,0.6880907372400756,4,1,1.0,0.44537815126050423,0.0,459000.0,4
100000002904919100,peripheral,0.55,0,0.417088,"Мало связей: входов=1, выходов=1; оборот=65825.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",3,False,1,1,60325.0,5500.0,1,1,0.00029091905114297305,0.09117281392457521,False,1.9131233303650935e-05,0.2580340264650284,2,0,1.0,1.0,0.0,65825.0,2
100000002906470100,terminal,0.59,43,0.352097,"Наблюдаемый получатель: входов=1, вход=130000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,130000.0,0.0,1,0,0.00030780128727312094,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,130000.0,1
100000002908521100,terminal,0.59,22,0.237921,"Наблюдаемый получатель: входов=1, вход=44500.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,44500.0,0.0,1,0,0.00029251475539092793,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,44500.0,1
100000002911170100,terminal,0.59,33,0.451918,"Наблюдаемый получатель: входов=1, вход=300000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,300000.0,0.0,2,0,0.00032304938435236005,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,300000.0,2
100000002913340100,terminal,0.59,22,0.171568,"Наблюдаемый получатель: входов=1, вход=23600.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,23600.0,0.0,1,0,0.00028925272980600625,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,23600.0,1
100000002914245100,terminal,0.59,8,0.326144,"Наблюдаемый получатель: входов=1, вход=140611.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,140611.0,0.0,1,0,0.00029558398554384,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,140611.0,1
100000002916006100,peripheral,0.55,47,0.172353,"Мало связей: входов=0, выходов=1; оборот=32000.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",0,True,0,1,0.0,32000.0,0,1,0.0002855692942172909,,False,0.0,0.0,1,0,0.0,1.0,0.0,32000.0,1
100000002921047100,peripheral,0.3,1,0.624659,"Роль неоднозначна: входов=2, выходов=1; оборот=501000.02 KZT; временная поддержка=0%; правила иных ролей не выполнены",1,False,2,1,338000.0,163000.02,2,1,0.00031704809387447845,0.48224857988165676,False,1.9131233303650935e-05,0.2580340264650284,3,1,0.5177514792899408,1.0,0.0,501000.02,3
100000002922000100,peripheral,0.2,49,0.475808,"Вход=1, 448000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,448000.0,0.0,1,0,0.0004597224521428434,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,448000.0,1
100000002926970100,terminal,0.59,18,0.338638,"Наблюдаемый получатель: входов=1, вход=85000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,85000.0,0.0,1,0,0.00031723878529938684,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,85000.0,1
100000002933386100,peripheral,0.55,2,0.563387,"Мало связей: входов=1, выходов=1; оборот=73000.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",3,False,1,1,15000.0,58000.0,1,1,0.0006527823249129211,3.8666666666666667,False,1.9131233303650935e-05,0.2580340264650284,2,0,1.0,1.0,0.0,73000.0,2
100000002934441100,terminal,0.63,0,0.392284,"Наблюдаемый получатель: входов=2, вход=60845.60 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,2,0,60845.6,0.0,2,0,0.00030248130107500554,0.0,False,0.0,0.0,2,0,0.5927790998856122,0.0,0.0,60845.6,2
100000002936322100,terminal,0.63,8,0.571332,"Наблюдаемый получатель: входов=2, вход=787133.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,2,0,787133.0,0.0,2,0,0.00036638128696323154,0.0,False,0.0,0.0,2,0,0.7622168045298571,0.0,0.0,787133.0,2
100000002938501100,peripheral,0.55,16,0.237582,"Мало связей: входов=1, выходов=1; оборот=13395.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",1,False,1,1,8395.0,5000.0,1,1,0.00028647190827664715,0.5955926146515783,False,1.8071089733211283e-05,0.12287334593572778,2,0,1.0,1.0,0.0,13395.0,2
100000002939838100,consolidator,0.80048,16,0.601066,Гипотеза сбора: отправителей=3; вход=571233.00 KZT; выход/вход=0.00; крупнейший вход=60%,1,False,3,0,571233.0,0.0,3,0,0.0004000333621032979,0.0,False,0.0,0.0,3,1,0.5952037084692235,0.0,0.0,571233.0,3
100000002941114100,peripheral,0.55,11,0.653629,"Мало связей: входов=2, выходов=1; оборот=143510.00 KZT; временная поддержка=100%; правила иных ролей не выполнены",1,False,2,1,128510.0,15000.0,15,1,0.0018146321453408293,0.11672243405182477,False,1.9131233303650935e-05,0.2580340264650284,2,0,0.8054626099136254,1.0,1.0,143510.0,16
100000002943472100,terminal,0.59,42,0.372106,"Наблюдаемый получатель: входов=1, вход=170000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,170000.0,0.0,1,0,0.00030996169091136613,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,170000.0,1
100000002945031100,terminal,0.59,12,0.153847,"Наблюдаемый получатель: входов=1, вход=15000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,15000.0,0.0,1,0,0.000291121950616924,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,15000.0,1
100000002945626100,consolidator,0.803493,4,0.579576,Гипотеза сбора: отправителей=3; вход=584000.00 KZT; выход/вход=0.00; крупнейший вход=57%,3,False,3,0,584000.0,0.0,3,0,0.0003377644362503449,0.0,False,0.0,0.0,3,1,0.565068493150685,0.0,0.0,584000.0,3
100000002947299100,terminal,0.59,2,0.353264,"Наблюдаемый получатель: входов=1, вход=85000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,85000.0,0.0,1,0,0.00033751160508005055,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,85000.0,1
100000002948492100,terminal,0.59,40,0.191869,"Наблюдаемый получатель: входов=1, вход=23660.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,23660.0,0.0,1,0,0.00029225683204655884,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,23660.0,1
100000002951898100,terminal,0.59,40,0.249069,"Наблюдаемый получатель: входов=1, вход=39990.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,39990.0,0.0,1,0,0.00029687253334630294,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,39990.0,1
100000002952631100,terminal,0.59,16,0.234713,"Наблюдаемый получатель: входов=1, вход=48050.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,48050.0,0.0,1,0,0.00029073553668924657,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,48050.0,1
100000002952756100,terminal,0.59,18,0.326929,"Наблюдаемый получатель: входов=1, вход=47000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,47000.0,0.0,1,0,0.0003677090010006242,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,47000.0,1
100000002954780100,terminal,0.59,4,0.309724,"Наблюдаемый получатель: входов=1, вход=133400.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,133400.0,0.0,1,0,0.00029244202248115297,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,133400.0,1
100000002956769100,consolidator,0.807619,24,0.606763,Гипотеза сбора: отправителей=3; вход=840000.00 KZT; выход/вход=0.00; крупнейший вход=52%,3,False,3,0,840000.0,0.0,3,0,0.00038478275617858006,0.0,False,0.0,0.0,3,1,0.5238095238095238,0.0,0.0,840000.0,3
100000002956779100,terminal,0.59,2,0.464031,"Наблюдаемый получатель: входов=1, вход=411000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,411000.0,0.0,1,0,0.0004031072481507853,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,411000.0,1
100000002956898100,terminal,0.63,3,0.534096,"Наблюдаемый получатель: входов=2, вход=290240.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,2,0,290240.0,0.0,2,0,0.00037684131481220104,0.0,False,0.0,0.0,2,1,0.8027839029768468,0.0,0.0,290240.0,2
100000002957306100,terminal,0.63,11,0.541498,"Наблюдаемый получатель: входов=2, вход=398490.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,2,0,398490.0,0.0,2,0,0.00035518687962427057,0.0,False,0.0,0.0,2,1,0.5257346482973224,0.0,0.0,398490.0,2
100000002957787100,coordinator,0.896597,0,0.955078,"Гипотеза связующего: соседей=37, внешних сообществ=8; посредничество=0.00357; не доказательство управления",2,False,4,34,84956.0,1276153.96,7,41,0.0006138323786231608,15.02135175855737,False,0.003571990640680402,0.9829867674858223,37,8,0.5397617590282028,0.17121758569005263,0.8690918453130844,1361109.96,48
100000002958139100,terminal,0.59,4,0.399428,"Наблюдаемый получатель: входов=1, вход=209500.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,209500.0,0.0,2,0,0.00030027317473638757,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,209500.0,2
100000002958286100,terminal,0.59,4,0.399047,"Наблюдаемый получатель: входов=1, вход=257000.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,257000.0,0.0,1,0,0.0003131693819549008,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,257000.0,1
100000002958343100,peripheral,0.55,1,0.680081,"Мало связей: входов=1, выходов=2; оборот=4290000.00 KZT; временная поддержка=81%; правила иных ролей не выполнены",2,False,1,2,2900000.0,1390000.0,4,17,0.0006295066258876751,0.4793103448275862,False,0.0,0.0,2,0,1.0,0.7841726618705036,0.8057553956834532,4290000.0,21
100000002958345100,terminal,0.59,24,0.385049,"Наблюдаемый получатель: входов=1, вход=307000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,307000.0,0.0,1,0,0.0003001922715970454,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,307000.0,1
100000002963189100,distributor,0.787001,40,0.86107,"Гипотеза распределения: входов=1, получателей=7; выход=5219000.00 KZT; крупнейший выход=35%; источник средств неизвестен",3,False,1,7,490000.0,5219000.0,3,15,0.0004240685983737279,10.651020408163266,False,8.192561630032338e-05,0.722117202268431,7,1,1.0,0.3533243916459092,0.38513125119754743,5709000.0,18
100000002964966100,terminal,0.59,2,0.426795,"Наблюдаемый получатель: входов=1, вход=200000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,200000.0,0.0,1,0,0.00039541593494282827,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,200000.0,1
100000002968096100,peripheral,0.2,8,0.330473,"Вход=1, 70000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,70000.0,0.0,1,0,0.0003194824114349239,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,70000.0,1
100000002969048100,terminal,0.59,1,0.340186,"Наблюдаемый получатель: входов=1, вход=108470.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,108470.0,0.0,1,0,0.00030612769671556627,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,108470.0,1
100000002970466100,peripheral,0.3,0,0.523551,"Роль неоднозначна: входов=1, выходов=2; оборот=116317.00 KZT; временная поддержка=100%; правила иных ролей не выполнены",3,False,1,2,23317.0,93000.0,1,3,0.0002868825068890663,3.9885062400823434,False,3.826246660730187e-05,0.5245746691871456,3,0,1.0,0.9139784946236559,1.0,116317.0,4
100000002971593100,peripheral,0.2,10,0.358109,"Вход=1, 49050.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,49050.0,0.0,1,0,0.000530380154395715,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,49050.0,1
100000002973903100,consolidator,0.814048,7,0.467059,Гипотеза сбора: отправителей=3; вход=92880.00 KZT; выход/вход=0.00; крупнейший вход=46%,1,False,3,0,92880.0,0.0,3,0,0.00031686903979445306,0.0,False,0.0,0.0,3,2,0.4595176571920758,0.0,0.0,92880.0,3
100000002974256100,terminal,0.59,7,0.248082,"Наблюдаемый получатель: входов=1, вход=7200.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,7200.0,0.0,1,0,0.0005319059485796735,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,7200.0,1
100000002975287100,terminal,0.59,28,0.139895,"Наблюдаемый получатель: входов=1, вход=15000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,15000.0,0.0,1,0,0.00028919231957213884,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,15000.0,1
100000002975437100,peripheral,0.55,36,0.539693,"Мало связей: входов=1, выходов=1; оборот=538500.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",3,False,1,1,530000.0,8500.0,2,1,0.0005210057143091022,0.016037735849056604,False,0.0,0.0,1,0,1.0,1.0,0.0,538500.0,3
100000002981489100,peripheral,0.2,10,0.113941,"Вход=1, 10000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,10000.0,0.0,1,0,0.00028833129648364,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,10000.0,1
100000002981527100,terminal,0.59,4,0.361294,"Наблюдаемый получатель: входов=1, вход=168000.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,168000.0,0.0,1,0,0.0003036113749173627,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,168000.0,1
100000002982252100,terminal,0.59,22,0.169706,"Наблюдаемый получатель: входов=1, вход=20320.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,20320.0,0.0,1,0,0.0002898342241993602,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,20320.0,1
100000002983426100,terminal,0.59,18,0.343282,"Наблюдаемый получатель: входов=1, вход=88945.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,88945.0,0.0,1,0,0.0003187086222678441,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,88945.0,1
100000002983879100,terminal,0.63,2,0.509556,"Наблюдаемый получатель: входов=2, вход=200050.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,2,0,200050.0,0.0,2,0,0.0003580797764870863,0.0,False,0.0,0.0,2,1,0.5703574106473381,0.0,0.0,200050.0,2
100000002984403100,peripheral,0.55,13,0.457532,"Мало связей: входов=1, выходов=1; оборот=45000.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",3,False,1,1,20000.0,25000.0,1,1,0.00032010276016592864,1.25,False,1.9131233303650935e-05,0.2580340264650284,2,0,1.0,1.0,0.0,45000.0,2
100000002986245100,peripheral,0.2,18,0.102636,"Вход=1, 5750.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,5750.0,0.0,1,0,0.0002886464045119285,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,5750.0,1
100000002988894100,peripheral,0.3,2,0.739951,"Роль неоднозначна: входов=1, выходов=3; оборот=383621.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",1,False,1,3,306121.0,77500.0,1,3,0.0003468658715569931,0.25316786499456095,False,5.73936999109528e-05,0.6398865784499055,4,0,1.0,0.5161290322580645,0.0,383621.0,4
100000002989353100,peripheral,0.3,24,0.586193,"Роль неоднозначна: входов=1, выходов=2; оборот=821160.00 KZT; временная поддержка=7%; правила иных ролей не выполнены",3,False,1,2,500000.0,321160.0,2,2,0.00030938521828855235,0.64232,False,3.478406055209261e-06,0.06899810964083176,3,0,1.0,0.9341138373396438,0.06588616266035621,821160.0,4
100000002990675100,terminal,0.59,10,0.214749,"Наблюдаемый получатель: входов=1, вход=51143.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,51143.0,0.0,1,0,0.00028722679660696173,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,51143.0,1
100000002991079100,peripheral,0.3,16,0.642171,"Роль неоднозначна: входов=2, выходов=1; оборот=159900.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",1,False,2,1,148900.0,11000.0,3,1,0.0003951739742726748,0.07387508394895903,False,1.9206257747978978e-05,0.40264650283553877,3,0,0.6527871054398925,1.0,0.0,159900.0,4
100000002992171100,terminal,0.59,22,0.131976,"Наблюдаемый получатель: входов=1, вход=14627.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,14627.0,0.0,1,0,0.0002886393301842066,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,14627.0,1
100000002994441100,peripheral,0.2,8,0.247409,"Вход=1, 5000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,5000.0,0.0,1,0,0.0005532703163220673,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,5000.0,1
100000002999140100,peripheral,0.2,7,0.158827,"Вход=1, 10000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,10000.0,0.0,2,0,0.0002894826040557577,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,10000.0,2
100000003001138100,peripheral,0.2,15,0.269437,"Вход=1, 30000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,30000.0,0.0,1,0,0.0003173266522535839,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,30000.0,1
100000003001564100,peripheral,0.55,16,0.462131,"Мало связей: входов=1, выходов=1; оборот=203520.00 KZT; временная поддержка=100%; правила иных ролей не выполнены",1,False,1,1,23520.0,180000.0,1,1,0.00028809811883623776,7.653061224489796,False,1.9131233303650935e-05,0.2580340264650284,2,0,1.0,1.0,1.0,203520.0,2
100000003001661100,distributor,0.704608,15,0.839418,"Гипотеза распределения: входов=1, получателей=5; выход=439500.00 KZT; крупнейший выход=64%; источник средств неизвестен",3,False,1,5,110000.0,439500.0,1,8,0.0005464870342921869,3.9954545454545456,False,8.348174532502226e-05,0.7296786389413988,5,0,1.0,0.6359499431171786,0.8350398179749715,549500.0,9
100000003003821100,terminal,0.59,2,0.331348,"Наблюдаемый получатель: входов=1, вход=40000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,40000.0,0.0,1,0,0.0004379372905540045,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,40000.0,1
100000003004487100,peripheral,0.3,36,0.815985,"Роль неоднозначна: входов=4, выходов=2; оборот=448717.80 KZT; временная поддержка=100%; правила иных ролей не выполнены",1,False,4,2,183702.8,265015.0,9,3,0.0003508724817163427,1.4426290726107605,False,0.000193051536064114,0.8364839319470699,5,1,0.6260111440870798,0.8490651472558157,1.0,448717.8,12
100000003005167100,peripheral,0.2,18,0.113223,"Вход=1, 7000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,7000.0,0.0,1,0,0.00028931534153250194,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,7000.0,1
100000003006633100,terminal,0.59,38,0.14705,"Наблюдаемый получатель: входов=1, вход=10000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,10000.0,0.0,1,0,0.0002931965366687916,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,10000.0,1
100000003009900100,terminal,0.59,18,0.161855,"Наблюдаемый получатель: входов=1, вход=15998.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,15998.0,0.0,1,0,0.0002915298650211894,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,15998.0,1
100000003010908100,peripheral,0.2,18,0.262954,"Вход=1, 17000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,17000.0,0.0,1,0,0.00039940942699817443,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,17000.0,1
100000003014659100,terminal,0.59,11,0.417239,"Наблюдаемый получатель: входов=1, вход=280000.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,280000.0,0.0,1,0,0.0003280369433880595,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,280000.0,1
100000003016438100,peripheral,0.55,42,0.613342,"Мало связей: входов=1, выходов=1; оборот=500000.00 KZT; временная поддержка=0%; правила иных ролей не выполнены",3,False,1,1,200000.0,300000.0,1,3,0.00031668469996408427,1.5,False,1.9131233303650935e-05,0.2580340264650284,2,0,1.0,1.0,0.0,500000.0,4
100000003016635100,coordinator,0.899244,16,0.990778,"Гипотеза связующего: соседей=75, внешних сообществ=12; посредничество=0.00632; не доказательство управления",0,True,8,73,586981.0,9414081.0,36,151,0.0011896363343877673,16.038135817002594,False,0.006319467015741903,0.996219281663516,75,12,0.6686758174455392,0.09236164422209667,0.9427453407294881,10001062.0,187
100000003016773100,terminal,0.59,42,0.295906,"Наблюдаемый получатель: входов=1, вход=46555.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,46555.0,0.0,1,0,0.00031479566469907517,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,46555.0,1
100000003022835100,terminal,0.59,2,0.35452,"Наблюдаемый получатель: входов=1, вход=125000.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,125000.0,0.0,1,0,0.0003105988484375593,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,125000.0,1
100000003024542100,terminal,0.59,2,0.194022,"Наблюдаемый получатель: входов=1, вход=8500.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,8500.0,0.0,1,0,0.00031794749343884253,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,8500.0,1
100000003025903100,peripheral,0.2,10,0.535924,"Вход=1, 386300.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,386300.0,0.0,6,0,0.0005264518149577612,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,386300.0,6
100000003031003100,consolidator,0.79395,24,0.522376,Гипотеза сбора: отправителей=3; вход=280090.00 KZT; выход/вход=0.00; крупнейший вход=66%,3,False,3,0,280090.0,0.0,3,0,0.00031149881059583785,0.0,False,0.0,0.0,3,2,0.6605019815059445,0.0,0.0,280090.0,3
100000003031633100,terminal,0.59,4,0.459006,"Наблюдаемый получатель: входов=1, вход=414000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,414000.0,0.0,2,0,0.00031462612731946766,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,414000.0,2
100000003031761100,terminal,0.59,8,0.434399,"Наблюдаемый получатель: входов=1, вход=460408.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,460408.0,0.0,1,0,0.0003183607828225481,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,460408.0,1
100000003031890100,terminal,0.59,34,0.492766,"Наблюдаемый получатель: входов=1, вход=215000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,215000.0,0.0,10,0,0.0003921222300159283,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,215000.0,10
100000003034546100,terminal,0.59,4,0.48072,"Наблюдаемый получатель: входов=1, вход=486715.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,486715.0,0.0,2,0,0.000331369004604237,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,486715.0,2
100000003035737100,peripheral,0.3,10,0.675175,"Роль неоднозначна: входов=2, выходов=1; оборот=815714.53 KZT; временная поддержка=100%; правила иных ролей не выполнены",3,False,2,1,809170.0,6544.53,3,1,0.0003788112784639957,0.008087954323566123,False,1.9131233303650935e-05,0.2580340264650284,3,1,0.5605744157593584,1.0,1.0,815714.53,4
100000003036198100,terminal,0.59,2,0.127647,"Наблюдаемый получатель: входов=1, вход=15000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,15000.0,0.0,1,0,0.0002879340067316298,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,15000.0,1
100000003037476100,peripheral,0.2,4,0.587988,"Вход=3, 555000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,3,0,555000.0,0.0,3,0,0.0003593540563280306,0.0,True,0.0,0.0,3,1,0.6666666666666666,0.0,0.0,555000.0,3
100000003037660100,terminal,0.59,2,0.271344,"Наблюдаемый получатель: входов=1, вход=53000.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,53000.0,0.0,1,0,0.0002961818252066847,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,53000.0,1
100000003039473100,terminal,0.59,16,0.239984,"Наблюдаемый получатель: входов=1, вход=23000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,23000.0,0.0,1,0,0.0003122138956605188,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,23000.0,1
100000003040087100,peripheral,0.2,18,0.226503,"Вход=1, 29000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,29000.0,0.0,1,0,0.0002964248356000384,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,29000.0,1
100000003042994100,terminal,0.59,16,0.454408,"Наблюдаемый получатель: входов=1, вход=286086.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,286086.0,0.0,3,0,0.0003163287040785169,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,286086.0,3
100000003044431100,terminal,0.63,2,0.390758,"Наблюдаемый получатель: входов=2, вход=60000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,2,0,60000.0,0.0,2,0,0.00030245857854886894,0.0,False,0.0,0.0,2,1,0.5,0.0,0.0,60000.0,2
100000003044518100,terminal,0.59,1,0.186216,"Наблюдаемый получатель: входов=1, вход=34423.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,34423.0,0.0,1,0,0.00028754318610180955,0.0,False,0.0,0.0,1,0,1.0,0.0,0.0,34423.0,1
100000003047800100,peripheral,0.2,24,0.238122,"Вход=1, 12212.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,12212.0,0.0,1,0,0.00037457034348758035,0.0,True,0.0,0.0,1,0,1.0,0.0,0.0,12212.0,1
