gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,pass_through,truncated_by_depth,betweenness,betweenness_mode,betweenness_sources,betweenness_percentile,n_peers,external_communities,largest_in_share,largest_out_share,temporal_out_share,temporal_matched_kzt,temporal_matched_out_share,same_day_uncertain_kzt,same_day_uncertain_out_share,temporal_unmatched_out_share,seed_inflow_incomplete,depth_outflow_incomplete,observation_completeness,turnover_kzt,operation_count,role_score_uncapped,role_score_cap
100000002734815100,peripheral,0.2,4,0.350191,"Вход=1, 110000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,110000.0,0.0,1,0,0.00031219587687641694,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,110000.0,1,0.2,1.0
100000002736033100,peripheral,0.55,28,0.41804,"Мало связей: входов=1, выходов=1; оборот=45530.00 KZT; FIFO 1–7д=0%; в тот же день=?0%; правила иных ролей не выполнены",3,False,1,1,34530.0,11000.0,1,1,0.0002951801714040789,0.3185635679119606,False,1.922024458454748e-05,exact,2248,0.2871452420701169,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,sample_only,45530.0,2,0.55,1.0
100000002736316100,consolidator,0.788934,0,0.560195,Гипотеза сбора: отправителей=3; вход=266921.00 KZT; выход/вход=0.00; крупнейший вход=71%,3,False,3,0,266921.0,0.0,3,0,0.00038382327241415735,0.0,False,0.0,exact,2248,0.0,3,2,0.7106597083032058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,266921.0,3,0.788934,1.0
100000002737980100,terminal,0.59,16,0.232829,"Наблюдаемый получатель: входов=1, вход=32900.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,32900.0,0.0,1,0,0.00029542388166028027,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,32900.0,1,0.59,1.0
100000002738256100,transit,0.836229,55,0.501402,"Гипотеза транзита: вход=150200.00, выход=175000.00 KZT; FIFO 1–7д=86%; в тот же день=?0%; те же деньги не установлены",2,False,1,1,150200.0,175000.0,1,1,0.0005073102992973039,1.1651131824234353,False,0.0,exact,2248,0.0,1,0,1.0,1.0,1.0,150200.0,0.8582857142857143,0.0,0.0,0.1417142857142857,False,False,sample_only,325200.0,2,0.836229,1.0
100000002741024100,peripheral,0.3,0,0.911695,"Роль неоднозначна: входов=5, выходов=6; оборот=1252969.85 KZT; FIFO 1–7д=68%; в тот же день=?0%; правила иных ролей не выполнены",2,False,5,6,817980.85,434989.0,9,7,0.0028551865328902168,0.5317838431058625,False,0.00011868996398086536,exact,2248,0.7696160267111853,8,1,0.9354803355115221,0.8276071348930663,0.9822984029481205,294494.0,0.6770148210644407,0.0,0.0,0.3229851789355593,False,False,sample_only,1252969.85,16,0.3,1.0
100000002742067100,terminal,0.59,3,0.1357,"Наблюдаемый получатель: входов=1, вход=12730.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,12730.0,0.0,1,0,0.0002896192281984583,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,12730.0,1,0.59,1.0
100000002744581100,terminal,0.59,1,0.215242,"Наблюдаемый получатель: входов=1, вход=12000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,12000.0,0.0,1,0,0.00032495771137883774,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,12000.0,1,0.59,1.0
100000002748040100,peripheral,0.2,18,0.174439,"Вход=1, 18000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,18000.0,0.0,1,0,0.0002923072164548583,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,18000.0,1,0.2,1.0
100000002748180100,distributor,0.820279,24,0.563886,"Гипотеза распределения: входов=1, получателей=8; выход=679743.00 KZT; крупнейший выход=26%; источник средств неизвестен",1,False,1,8,9900.0,679743.0,1,9,0.0002872122492498478,68.66090909090909,False,8.52031460964476e-06,exact,2248,0.20534223706176963,9,3,1.0,0.26480596343029644,0.05076624547807039,0.0,0.0,9900.0,0.014564327988666305,0.9854356720113336,False,False,sample_only,689643.0,10,0.820279,1.0
100000002748511100,peripheral,0.2,16,0.306987,"Вход=1, 20000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,20000.0,0.0,1,0,0.0005674892808776474,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,20000.0,1,0.2,1.0
100000002748532100,peripheral,0.3,35,0.755932,"Роль неоднозначна: входов=3, выходов=2; оборот=1002260.00 KZT; FIFO 1–7д=28%; в тот же день=?0%; правила иных ролей не выполнены",2,False,3,2,355575.0,646685.0,3,7,0.0003391055199443405,1.8187021022287844,False,3.110905566777272e-05,exact,2248,0.5191986644407346,5,2,0.4910356464880827,0.9879694132382845,0.9879694132382845,180975.0,0.2798503135220393,0.0,0.0,0.7201496864779606,False,False,sample_only,1002260.0,10,0.3,1.0
100000002748581100,terminal,0.59,40,0.253062,"Наблюдаемый получатель: входов=1, вход=41180.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,41180.0,0.0,1,0,0.0002972088887992543,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,41180.0,1,0.59,1.0
100000002748761100,terminal,0.59,24,0.503219,"Наблюдаемый получатель: входов=1, вход=796800.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,796800.0,0.0,3,0,0.0003235223508172531,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,796800.0,3,0.59,1.0
100000002750332100,terminal,0.59,4,0.109365,"Наблюдаемый получатель: входов=1, вход=11360.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,11360.0,0.0,1,0,0.00028678928253129574,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,11360.0,1,0.59,1.0
100000002750956100,terminal,0.59,0,0.2536,"Наблюдаемый получатель: входов=1, вход=47416.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,47416.0,0.0,1,0,0.00029446702151480483,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,47416.0,1,0.59,1.0
100000002752565100,peripheral,0.2,8,0.331752,"Вход=1, 57000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,57000.0,0.0,1,0,0.00033823599365261585,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,57000.0,1,0.2,1.0
100000002753146100,terminal,0.59,24,0.503982,"Наблюдаемый получатель: входов=1, вход=803540.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,803540.0,0.0,3,0,0.00032384338947373374,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,803540.0,3,0.59,1.0
100000002755292100,terminal,0.59,10,0.334847,"Наблюдаемый получатель: входов=1, вход=203400.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,203400.0,0.0,1,0,0.0002921613202239594,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,203400.0,1,0.59,1.0
100000002757240100,terminal,0.59,2,0.309096,"Наблюдаемый получатель: входов=1, вход=51183.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,51183.0,0.0,1,0,0.00031684650947480416,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,51183.0,1,0.59,1.0
100000002757791100,terminal,0.59,46,0.320783,"Наблюдаемый получатель: входов=1, вход=73050.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,73050.0,0.0,1,0,0.0003110385580772536,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,73050.0,1,0.59,1.0
100000002757797100,terminal,0.59,7,0.328185,"Наблюдаемый получатель: входов=1, вход=100000.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,100000.0,0.0,1,0,0.00030216479959665387,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,100000.0,1,0.59,1.0
100000002760175100,terminal,0.59,11,0.382133,"Наблюдаемый получатель: входов=1, вход=187410.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,187410.0,0.0,1,0,0.00031399380182834,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,187410.0,1,0.59,1.0
100000002762076100,peripheral,0.3,1,0.480388,"Роль неоднозначна: входов=2, выходов=1; оборот=170350.00 KZT; FIFO 1–7д=0%; в тот же день=?0%; правила иных ролей не выполнены",1,False,2,1,140350.0,30000.0,2,1,0.00029914566971164536,0.21375133594584966,False,3.962937027741748e-07,exact,2248,0.030884808013355594,3,1,0.6373352333452084,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,sample_only,170350.0,3,0.3,1.0
100000002769809100,terminal,0.59,43,0.390253,"Наблюдаемый получатель: входов=1, вход=113422.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,113422.0,0.0,1,0,0.00037774425946329753,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,113422.0,1,0.59,1.0
100000002773323100,peripheral,0.3,42,0.713078,"Роль неоднозначна: входов=2, выходов=1; оборот=1456644.00 KZT; FIFO 1–7д=0%; в тот же день=?0%; правила иных ролей не выполнены",3,False,2,1,285000.0,1171644.0,2,2,0.0003254977886002255,4.111031578947369,False,2.139985994980544e-05,exact,2248,0.4532554257095159,3,0,0.6842105263157895,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,sample_only,1456644.0,4,0.3,1.0
100000002774456100,terminal,0.59,11,0.25535,"Наблюдаемый получатель: входов=1, вход=50363.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,50363.0,0.0,1,0,0.00029320785927153167,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,50363.0,1,0.59,1.0
100000002778085100,terminal,0.59,16,0.269796,"Наблюдаемый получатель: входов=1, вход=66208.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,66208.0,0.0,1,0,0.0002926878495051835,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,66208.0,1,0.59,1.0
100000002779485100,terminal,0.59,8,0.442721,"Наблюдаемый получатель: входов=1, вход=91000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,91000.0,0.0,2,0,0.0005469132844919467,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,91000.0,2,0.59,1.0
100000002781227100,peripheral,0.3,56,0.87095,"Роль неоднозначна: входов=2, выходов=3; оборот=403587.62 KZT; FIFO 1–7д=42%; в тот же день=?3%; правила иных ролей не выполнены",1,False,2,3,191167.62,212420.0,8,10,0.0023265921896669568,1.1111714421092862,False,0.00013295653728073565,exact,2248,0.7863105175292153,4,2,0.758496653355835,0.936823274644572,1.0,89167.62,0.4197703606063459,7000.0,0.03295358252518595,0.5472760568684681,False,False,sample_only,403587.62,18,0.3,1.0
100000002784085100,terminal,0.59,4,0.376368,"Наблюдаемый получатель: входов=1, вход=200000.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,200000.0,0.0,1,0,0.00030704796171737643,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,200000.0,1,0.59,1.0
100000002791494100,peripheral,0.2,18,0.340545,"Вход=1, 85860.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,85860.0,0.0,1,0,0.00031770918329048745,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,85860.0,1,0.2,1.0
100000002793851100,terminal,0.59,16,0.108692,"Наблюдаемый получатель: входов=1, вход=11052.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,11052.0,0.0,1,0,0.0002867575837448675,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,11052.0,1,0.59,1.0
100000002793881100,consolidator,0.816721,4,0.602232,Гипотеза сбора: отправителей=3; вход=785600.00 KZT; выход/вход=0.00; крупнейший вход=43%,3,False,3,0,785600.0,0.0,3,0,0.0003750831470797382,0.0,False,0.0,exact,2248,0.0,3,0,0.43279022403258655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,785600.0,3,0.816721,1.0
100000002794197100,terminal,0.59,1,0.177557,"Наблюдаемый получатель: входов=1, вход=30100.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,30100.0,0.0,1,0,0.0002872952956036898,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,30100.0,1,0.59,1.0
100000002794374100,peripheral,0.2,57,0.384466,"Вход=1, 111000.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,111000.0,0.0,1,0,0.0003637625168388325,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,111000.0,1,0.2,1.0
100000002796853100,peripheral,0.55,56,0.562909,"Мало связей: входов=1, выходов=1; оборот=245167.62 KZT; FIFO 1–7д=57%; в тот же день=?43%; правила иных ролей не выполнены",2,False,1,1,199000.0,46167.62,8,5,0.002113598432710708,0.23199809045226133,False,0.0,exact,2248,0.0,1,0,1.0,1.0,0.5667959491955616,26167.62,0.5667959491955618,20000.0,0.43320405080443825,0.0,False,False,sample_only,245167.62,13,0.55,1.0
100000002799941100,terminal,0.59,43,0.476772,"Наблюдаемый получатель: входов=1, вход=600000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,600000.0,0.0,1,0,0.00038817849293650654,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,600000.0,1,0.59,1.0
100000002807334100,terminal,0.59,10,0.220581,"Наблюдаемый получатель: входов=1, вход=54715.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,54715.0,0.0,1,0,0.00028734256217675437,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,54715.0,1,0.59,1.0
100000002809568100,terminal,0.59,0,0.106584,"Наблюдаемый получатель: входов=1, вход=10000.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,10000.0,0.0,1,0,0.0002874458184490932,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,10000.0,1,0.59,1.0
100000002809896100,terminal,0.59,18,0.255529,"Наблюдаемый получатель: входов=1, вход=38000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,38000.0,0.0,1,0,0.0002997274196422279,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,38000.0,1,0.59,1.0
100000002810870100,terminal,0.59,22,0.221882,"Наблюдаемый получатель: входов=1, вход=33677.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,33677.0,0.0,1,0,0.00029263770204239665,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,33677.0,1,0.59,1.0
100000002812641100,transit,0.870239,4,0.354565,"Гипотеза транзита: вход=10000.00, выход=7023.95 KZT; FIFO 1–7д=100%; в тот же день=?0%; те же деньги не установлены",2,False,1,1,10000.0,7023.95,1,1,0.0020638538513460315,0.702395,False,0.0,exact,2248,0.0,1,0,1.0,1.0,1.0,7023.95,1.0,0.0,0.0,0.0,False,False,sample_only,17023.95,2,0.870239,1.0
100000002815005100,terminal,0.59,4,0.436732,"Наблюдаемый получатель: входов=1, вход=476500.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,476500.0,0.0,1,0,0.00031901272651967556,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,476500.0,1,0.59,1.0
100000002818726100,terminal,0.59,12,0.13063,"Наблюдаемый получатель: входов=1, вход=10879.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,10879.0,0.0,1,0,0.0002895964508153981,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,10879.0,1,0.59,1.0
100000002820010100,terminal,0.59,1,0.206359,"Наблюдаемый получатель: входов=1, вход=30000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,30000.0,0.0,1,0,0.00029125521728309953,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,30000.0,1,0.59,1.0
100000002821425100,terminal,0.59,24,0.373138,"Наблюдаемый получатель: входов=1, вход=275000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,275000.0,0.0,1,0,0.00029866805245648467,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,275000.0,1,0.59,1.0
100000002822472100,terminal,0.63,24,0.492598,"Наблюдаемый получатель: входов=2, вход=266722.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,2,0,266722.0,0.0,2,0,0.00031223557685989975,0.0,False,0.0,exact,2248,0.0,2,1,0.777269966481955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,266722.0,2,0.63,1.0
100000002824176100,terminal,0.59,1,0.385229,"Наблюдаемый получатель: входов=1, вход=144000.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,144000.0,0.0,1,0,0.0003385981575005863,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,144000.0,1,0.59,1.0
100000002826669100,terminal,0.59,0,0.4774,"Наблюдаемый получатель: входов=1, вход=159900.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,159900.0,0.0,4,0,0.0004762394546257399,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,159900.0,4,0.59,1.0
100000002830055100,terminal,0.59,22,0.129038,"Наблюдаемый получатель: входов=1, вход=14000.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,14000.0,0.0,1,0,0.0002885077302285591,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,14000.0,1,0.59,1.0
100000002831727100,peripheral,0.55,43,0.453415,"Мало связей: входов=1, выходов=1; оборот=83000.00 KZT; FIFO 1–7д=8%; в тот же день=?0%; правила иных ролей не выполнены",2,False,1,1,6000.0,77000.0,1,3,0.0002907462180152881,12.833333333333334,False,1.922024458454748e-05,exact,2248,0.2871452420701169,2,0,1.0,1.0,0.7402597402597403,6000.0,0.07792207792207792,0.0,0.0,0.922077922077922,False,False,sample_only,83000.0,4,0.55,1.0
100000002832753100,peripheral,0.2,3,0.290029,"Вход=1, 12500.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,12500.0,0.0,1,0,0.0007555331214190867,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,12500.0,1,0.2,1.0
100000002835874100,peripheral,0.2,4,0.265511,"Вход=1, 58700.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,58700.0,0.0,1,0,0.00029329173220691884,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,58700.0,1,0.2,1.0
100000002836052100,terminal,0.59,8,0.201043,"Наблюдаемый получатель: входов=1, вход=15000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,15000.0,0.0,1,0,0.0003056660501463524,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,15000.0,1,0.59,1.0
100000002836736100,terminal,0.63,1,0.576716,"Наблюдаемый получатель: входов=2, вход=509000.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,2,0,509000.0,0.0,2,0,0.0004517900546889058,0.0,False,0.0,exact,2248,0.0,2,0,0.6208251473477406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,509000.0,2,0.63,1.0
100000002838519100,terminal,0.59,40,0.264951,"Наблюдаемый получатель: входов=1, вход=46900.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,46900.0,0.0,1,0,0.0002988256561865499,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,46900.0,1,0.59,1.0
100000002838861100,consolidator,0.845088,4,0.773782,Гипотеза сбора: отправителей=5; вход=554523.95 KZT; выход/вход=0.02; крупнейший вход=52%,1,False,5,1,554523.95,10000.0,5,1,0.002119918647260691,0.018033486200190272,False,1.9418391435934565e-05,exact,2248,0.3614357262103506,5,2,0.5220694254955084,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,sample_only,564523.95,6,0.845088,1.0
100000002842321100,terminal,0.59,10,0.311474,"Наблюдаемый получатель: входов=1, вход=160000.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,160000.0,0.0,1,0,0.00029075476206914423,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,160000.0,1,0.59,1.0
100000002842337100,terminal,0.59,1,0.333143,"Наблюдаемый получатель: входов=1, вход=50000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,50000.0,0.0,1,0,0.0003666617032550871,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,50000.0,1,0.59,1.0
100000002844652100,terminal,0.59,1,0.242026,"Наблюдаемый получатель: входов=1, вход=61360.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,61360.0,0.0,1,0,0.0002890878139870397,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,61360.0,1,0.59,1.0
100000002844897100,terminal,0.59,4,0.107436,"Наблюдаемый получатель: входов=1, вход=10800.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,10800.0,0.0,1,0,0.00028672914226229553,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,10800.0,1,0.59,1.0
100000002845605100,terminal,0.59,0,0.277423,"Наблюдаемый получатель: входов=1, вход=57567.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,57567.0,0.0,1,0,0.00029637188126250733,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,57567.0,1,0.59,1.0
100000002847207100,terminal,0.59,2,0.251985,"Наблюдаемый получатель: входов=1, вход=46243.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,46243.0,0.0,1,0,0.0002948288276237539,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,46243.0,1,0.59,1.0
100000002849158100,peripheral,0.3,4,0.747987,"Роль неоднозначна: входов=3, выходов=1; оборот=2036000.00 KZT; FIFO 1–7д=0%; в тот же день=?55%; правила иных ролей не выполнены",3,False,3,1,723000.0,1313000.0,3,3,0.00033624556849174277,1.8160442600276625,False,2.2786887909515052e-05,exact,2248,0.48414023372287146,4,1,0.5325034578146611,1.0,0.0,0.0,0.0,723000.0,0.5506473724295506,0.44935262757044936,False,False,sample_only,2036000.0,6,0.3,1.0
100000002852402100,terminal,0.59,3,0.323632,"Наблюдаемый получатель: входов=1, вход=55000.00 KZT; выход=0; глубина=2; вне выборки операции неизвестны",2,False,1,0,55000.0,0.0,1,0,0.00032701738322827895,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,55000.0,1,0.59,1.0
100000002858835100,terminal,0.59,22,0.185588,"Наблюдаемый получатель: входов=1, вход=24400.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,24400.0,0.0,1,0,0.0002906905684083584,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,24400.0,1,0.59,1.0
100000002860934100,peripheral,0.2,15,0.530339,"Вход=1, 279500.00 KZT; выход=0; глубина=4: обход обрезан, конечная роль неизвестна",4,False,1,0,279500.0,0.0,4,0,0.0005814420132554214,0.0,True,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,depth_outflows_incomplete,279500.0,4,0.2,1.0
100000002861485100,terminal,0.59,16,0.184152,"Наблюдаемый получатель: входов=1, вход=29323.00 KZT; выход=0; глубина=1; вне выборки операции неизвестны",1,False,1,0,29323.0,0.0,1,0,0.00028872204610085294,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,29323.0,1,0.59,1.0
100000002862113100,terminal,0.59,40,0.30203,"Наблюдаемый получатель: входов=1, вход=47405.00 KZT; выход=0; глубина=3; вне выборки операции неизвестны",3,False,1,0,47405.0,0.0,2,0,0.00029896839526532333,0.0,False,0.0,exact,2248,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,sample_only,47405.0,2,0.59,1.0
